business_type,city,city_tier,store_size_sqft,years_of_operation,month,year,is_festival_season,avg_daily_footfall,conversion_rate,avg_transaction_value,customer_rating,marketing_spend,discount_percentage,inventory_level,supplier_cost,logistics_cost,rent_cost,employee_count,avg_employee_salary,electricity_cost,monthly_sales,monthly_profit
Food,Hyderabad,1,1239,1,9,2020,1,693,0.47566397685558504,1129,4.080848821995435,126508,16.45710699349607,2677,162096,48275,67617,28,23520,2136,11265345.254996374,10326661.254996374
Electronics,Delhi,1,4174,5,12,2023,0,296,0.21526845329949895,2305,2.8596099696378747,39942,32.11898055615636,139,95460,44959,11558,11,35759,17494,4422177.609515464,3859357.609515464
Food,Bangalore,1,2762,11,4,2022,0,353,0.1507622574198766,4080,3.4091221002155274,48736,30.86182112040795,4547,154007,50488,96370,40,31216,21390,6533509.408792092,4962614.408792092
Pharmacy,Mumbai,2,2982,1,3,2020,1,389,0.5654681735171408,618,3.163451932559054,85050,10.046115461127663,4888,67572,58577,129216,43,8962,22777,4162210.3954960303,3498702.3954960303
Electronics,Bangalore,2,3428,8,8,2018,1,868,0.23646630427255932,3915,4.297174813128734,169056,14.977330525146844,4598,87296,44753,55146,5,20955,17584,24224558.13515289,23915004.13515289
Retail,Hyderabad,1,2829,5,1,2021,0,900,0.06384772828224738,4328,4.0292826894056155,70431,15.806677875993884,3940,172540,39011,30745,2,21390,21364,7489162.536150301,7182722.536150301
Service,Hyderabad,1,1753,15,9,2023,0,810,0.25357217453656,4559,3.0840700299773873,111999,3.0560165609808276,4944,78168,9058,65879,33,17771,24053,28136463.3122059,27372862.3122059
Retail,Hyderabad,3,4211,5,11,2023,1,43,0.32830811476399896,1376,4.1387639729119385,61058,2.264216442625946,3607,31740,29531,135490,46,45928,6856,657183.2360306886,-1659121.7639693115
Food,Bangalore,3,549,1,8,2019,1,739,0.39518714999109067,2620,4.981882206990424,144022,1.8149057559203507,2731,110871,8010,94912,23,49755,24432,23062212.4820925,21679622.4820925
Pharmacy,Delhi,1,4299,22,7,2018,0,970,0.5540260638720509,4670,4.2015600319436714,75977,22.521605503058424,426,25945,50850,117005,22,18928,23439,75320870.80202009,74687215.80202009
Electronics,Mumbai,3,810,15,11,2024,1,562,0.37733023096899004,2649,3.8256932396725114,186699,0.3658442522631322,3867,97485,41594,49926,40,8082,24382,16977055.20176937,16440388.20176937
Pharmacy,Hyderabad,1,2617,22,4,2020,0,97,0.08937533309339124,437,3.463812191509625,94992,26.7015283063265,616,129917,22243,133024,13,15675,24281,151652.72983487282,-361587.2701651272
Pharmacy,Hyderabad,2,935,1,12,2022,0,274,0.4746168937780265,1620,4.514399939552097,27354,6.578499361122079,4614,66334,17487,11359,19,43552,5959,6331130.004305711,5402503.004305711
Food,Hyderabad,1,4144,1,7,2024,1,196,0.34311746978376134,3742,3.9447679938496423,98122,25.079019885695057,1753,76030,13166,76876,28,15183,6723,7638848.762953308,7040929.762953308
Pharmacy,Hyderabad,3,3492,23,3,2022,0,155,0.22276536383199763,2202,4.290721097823427,171395,17.000548799701576,4149,25510,50912,107383,2,21646,9670,2349519.3898849734,2112752.3898849734
Electronics,Kolkata,1,1403,3,4,2021,1,491,0.47241904961130365,1614,4.5619394059318825,135556,28.25294375258739,361,144093,16026,134409,34,9814,9041,11335616.817650048,10698371.817650048
Retail,Bangalore,1,1473,14,5,2024,1,170,0.3945755279327289,2280,3.0227091485319892,46462,2.18322494070343,3804,105764,21519,130245,6,48287,15394,4656709.038801771,4094065.0388017707
Pharmacy,Chennai,2,494,12,5,2019,0,908,0.12393430784680295,3289,3.786100081818088,32589,39.202313669058235,2527,148619,32904,39957,37,35823,18666,11116602.724961596,9551005.724961596
Electronics,Hyderabad,3,1855,20,10,2019,0,941,0.4366212425419853,4897,3.8195812617143035,17484,26.81958019029117,3688,38596,13465,141922,34,10200,7249,60366522.764074326,59818490.764074326
Electronics,Mumbai,2,4973,15,2,2018,1,958,0.2490653475259294,3094,4.739992608416178,171920,24.3941746192938,4852,108829,33716,36650,16,17159,23861,22266047.243947785,21788447.243947785
Food,Delhi,3,4880,8,6,2021,0,196,0.18194834463355808,4233,2.8005931384970917,136168,6.129616145693784,1192,65140,57297,140110,12,9434,21092,4583168.775863047,4186321.7758630468
Pharmacy,Bangalore,2,3884,22,9,2023,0,141,0.48712980004081397,1794,2.604738776042526,178216,19.20414413350862,2320,68439,49707,50866,13,29440,22258,3767929.343185722,3193939.343185722
Food,Bangalore,1,2077,1,10,2021,0,558,0.07714652758460089,4606,2.97722980778726,18095,34.006814358838035,307,60695,23102,148919,28,38994,25974,5955577.807355205,4605055.807355205
Retail,Bangalore,1,2707,1,11,2019,1,498,0.24990976799406128,4258,3.327793398986579,137567,33.669318348703754,252,128382,16891,89661,5,10974,13191,16002916.734253574,15699921.734253574
Retail,Bangalore,2,1950,10,4,2022,1,356,0.5465315228986601,4757,4.602100299423562,84305,14.67009828017221,4078,88123,45806,94838,40,23786,13044,27850124.853300933,26656873.853300933
Electronics,Bangalore,3,4755,7,12,2023,1,498,0.12159874628139004,362,4.463024383426493,123501,22.37570742508076,3253,153365,58590,102500,37,8300,16204,757040.4675387162,119281.46753871616
Pharmacy,Hyderabad,2,4025,16,2,2023,0,165,0.4193000576321779,4872,3.2218641013071494,119743,33.80545009646076,4171,176880,25554,114866,45,37573,6338,10159905.109880654,8145482.109880654
Electronics,Bangalore,1,946,16,4,2023,1,742,0.05216891487592814,247,4.29625087694594,140478,11.833157067755575,3003,160328,7895,65228,47,44030,29605,393027.37114912557,-1939438.6288508745
Pharmacy,Kolkata,1,2895,12,5,2023,0,56,0.27188556988140267,4565,4.20161320196146,116243,29.110830652059995,2684,38289,19099,101734,19,8384,23550,2131642.0125344535,1789674.0125344535
Food,Hyderabad,1,901,13,10,2024,1,338,0.24790569085151554,1313,4.937058118964942,180787,32.025135425877835,4940,163086,19940,102184,10,12720,19755,3422886.5449727243,2990721.5449727243
Retail,Hyderabad,3,818,5,10,2018,0,890,0.4506921366668647,3782,4.2263022863479485,112928,22.784763577950482,4604,170249,45208,107537,49,27971,15852,45555792.745338,43846367.745338
Retail,Hyderabad,3,4327,6,10,2018,0,616,0.21202190812511373,1635,4.8046264210580665,85284,22.925148624697655,2870,136124,34394,26973,5,14838,8317,6440313.149618686,6160315.149618686
Food,Chennai,3,4715,3,7,2020,1,664,0.24312567355107007,596,2.6298361707319766,18333,4.062917876620502,4199,189152,25235,23506,41,16104,9643,2943798.99661384,2035998.99661384
Service,Kolkata,1,1461,17,4,2019,0,234,0.14843835649206782,2985,2.9717584021306074,26327,34.83665473581413,4934,64706,32371,129165,49,18226,6006,3121012.0287843337,1995690.0287843337
Service,Kolkata,2,4666,10,12,2020,1,672,0.1914345790882579,3008,3.8576763472933067,199856,14.315723904798459,4264,38406,7962,16582,18,42672,22926,11738780.312173191,10884808.312173191
Service,Hyderabad,2,3998,15,10,2018,0,868,0.49276793181631173,952,4.039159540029145,24303,26.295163588118506,4718,74552,43823,24464,9,22154,27791,12225477.65116091,11855461.65116091
Pharmacy,Hyderabad,2,1099,11,10,2020,0,806,0.2645533200309968,2979,2.7614675460641065,39787,35.79905038318597,1701,100439,32685,60388,28,9065,6569,19072277.75020317,18618376.75020317
Food,Hyderabad,2,1763,2,8,2019,1,512,0.5210879610555612,3161,3.035284946636778,54489,1.1894895642381975,2197,76110,38605,138693,17,10161,3232,25372158.52961222,24942781.52961222
Pharmacy,Bangalore,1,669,1,6,2018,1,360,0.19686673830059132,1719,3.832160982481823,12997,24.65414170522381,2392,140893,18809,35786,49,17111,23627,3710069.1698981384,2652515.1698981384
Pharmacy,Bangalore,2,4543,22,7,2021,1,224,0.25707470145434086,4816,3.5093659353137765,95281,0.13312071348734023,2593,22197,26256,85887,8,31847,5382,8407954.64201159,8013456.64201159
Food,Bangalore,1,3805,13,4,2024,0,215,0.5386163813129288,4216,2.947247837891231,193561,36.08270626151425,1784,126151,35348,111241,12,35261,15644,14724127.380318735,14012611.380318735
Pharmacy,Mumbai,1,612,17,7,2024,0,882,0.20682114477982733,815,4.466882118841159,75676,21.525100511055058,1393,63150,47065,132455,29,46602,7596,4490347.705062498,2888623.7050624983
Food,Delhi,3,2518,4,10,2020,0,951,0.4930242850443064,1152,4.831603067875408,117350,31.70158664738633,3017,135801,27678,117742,19,17167,5254,16250952.245865798,15638304.245865798
Service,Delhi,1,4591,19,4,2023,1,632,0.3510679955473535,2331,3.7026707552450473,91937,3.560131998831695,4025,138383,36777,48842,24,43398,12724,15602491.674891906,14324213.674891906
Service,Chennai,1,2235,5,3,2021,1,514,0.41149290388043464,2762,2.732120140238689,20613,15.933320637836639,4638,180866,26841,94587,4,35995,16267,17583744.435983866,17121203.435983866
Pharmacy,Kolkata,3,394,13,6,2021,1,564,0.5921733241453349,1079,4.538060889699139,114891,9.823759948563815,2902,20019,50561,86390,22,27101,2936,10907075.283457654,10150947.283457654
Retail,Kolkata,3,3169,16,6,2018,0,698,0.45407561911130107,1048,3.244752338684176,161949,24.666869311072826,4037,71802,18638,54742,26,24220,6161,10029523.550471794,9248460.550471794
Food,Chennai,1,3929,21,12,2019,1,397,0.2703632181059435,1520,2.922252281147703,17800,3.736971062917225,3456,104336,21475,23329,24,48747,7428,4951559.410015516,3625063.410015516
Electronics,Chennai,2,4130,19,11,2022,1,170,0.22672956817914514,4510,4.304588149088281,172966,29.13540666294596,499,162492,8061,125870,7,30412,29332,5334193.197688518,4795554.197688518
Electronics,Mumbai,2,2492,18,8,2019,1,101,0.5864412175190082,3456,3.8719907443302137,44709,3.502853367430405,1735,51407,5119,144960,45,27279,20523,6208908.3686694475,4759344.3686694475
Pharmacy,Chennai,1,1680,21,2,2021,1,440,0.534021965927661,990,4.53051645209802,97492,7.23657700127859,1542,159460,52058,35977,21,20081,28111,7067595.850742674,6370288.850742674
Retail,Chennai,3,4764,19,12,2023,0,458,0.26861174800850973,1738,4.4458689520470385,60863,35.01127679044651,4144,77877,28979,58098,33,32372,11891,6438825.975852974,5193704.975852974
Food,Chennai,1,3826,22,1,2023,1,471,0.2536353541176476,2687,3.104325930222421,135611,3.294824959989353,2111,185514,15747,67668,15,20591,7367,9734096.516744504,9148935.516744504
Service,Bangalore,1,4319,5,7,2019,0,36,0.1152838906231988,4293,4.774405325775309,153511,28.120134034691024,719,190092,27811,88525,21,44267,3115,595911.2418410238,-643238.7581589762
Pharmacy,Hyderabad,1,2997,22,5,2019,1,312,0.41341581023680096,2813,2.9876618833009427,169964,16.7493165696896,4823,38237,51211,136799,29,48467,15522,11003091.590475695,9355779.590475695
Food,Mumbai,3,3368,6,5,2018,1,77,0.19721947647130583,4675,2.7410185255852157,89720,8.314143631554206,1288,140531,36036,37365,30,29958,15452,2215710.4312827494,1087586.4312827494
Food,Hyderabad,1,4484,11,3,2021,0,74,0.5862568394260742,1827,2.502789760928396,179908,16.17711075926642,1488,179132,43011,10266,29,23566,21423,2449785.7653017915,1512539.7653017915
Food,Hyderabad,2,450,13,1,2022,0,318,0.5404888635096975,3010,3.0936661529355916,36706,6.646697891032205,527,178288,32896,148844,21,11557,27657,15535036.311226368,14904654.311226368
Retail,Hyderabad,1,423,20,10,2018,1,423,0.38630220492026723,3246,4.397769099985169,126201,30.34124774166515,2530,128064,46593,95788,9,19701,26445,16012940.386502368,15538741.386502368
Food,Bangalore,2,2658,23,7,2021,0,941,0.41567003444643724,3077,2.865635293467885,133679,23.46238453860813,2942,80883,9707,38020,22,39071,13177,36160112.92784534,35158763.92784534
Retail,Mumbai,2,1787,6,5,2021,0,961,0.14316369299868514,834,3.2595458876006025,132800,9.945220623862179,3248,165233,46862,84214,45,27651,15513,3495379.3304728456,1939262.3304728456
Retail,Delhi,2,4558,5,3,2024,1,729,0.29758414014869333,2659,4.541896663971133,166326,29.67732890593822,3707,194144,55620,103288,8,42797,2968,17421741.520693064,16723345.520693064
Food,Kolkata,1,903,16,12,2022,0,284,0.23859940650639633,3875,3.2431839925783352,185500,0.97686474475986,2602,129337,32534,140061,17,46461,10391,7951559.405808674,6849399.405808674
Service,Kolkata,1,4745,6,3,2024,0,427,0.3072067252659792,3103,3.81844230376072,187029,23.926003863699133,4036,120878,22931,145540,49,31862,25306,12286103.82148927,10410210.82148927
Food,Delhi,2,3566,14,6,2018,0,963,0.29633245522047075,4414,4.451059564329846,36134,13.072323987849558,2201,116322,39668,123678,39,13497,22055,37802904.60264383,36974798.60264383
Service,Chennai,2,3374,16,8,2018,0,337,0.1039444549021821,3725,4.833814185297983,189140,36.990575766186836,937,36604,59419,82373,39,36053,27085,3990178.185502452,2378630.185502452
Pharmacy,Delhi,3,4208,20,8,2024,1,107,0.5519094201978451,3205,2.808965555483586,15321,31.58374592691689,4472,190934,53745,98979,14,27935,17544,5734200.11046644,4981908.11046644
Electronics,Mumbai,1,4891,8,4,2020,1,637,0.4222260195102855,2041,3.623287896381335,137520,39.37536490100554,2617,30693,47188,41720,25,23748,16142,16573304.774229616,15843861.774229616
Pharmacy,Delhi,3,1581,2,10,2021,1,657,0.1315161392636769,2768,3.8229466297794774,105081,11.949051717777394,3692,31593,37653,134398,41,48040,15611,7267195.234327414,5078300.234327414
Retail,Kolkata,1,3118,13,7,2022,0,240,0.05298447789844234,2675,4.0752554141934,53610,37.7075760970592,2311,63696,58646,85585,33,21024,5221,1041925.0443239997,134985.04432399967
Pharmacy,Kolkata,2,2121,23,5,2020,0,972,0.4779982456209417,4219,4.9985751152226445,44998,9.903172666327533,3078,83815,24098,22217,49,35525,8533,58824230.4856918,56944842.4856918
Electronics,Chennai,2,3788,10,3,2019,1,955,0.0908896883318648,1934,4.4467501055214536,23949,15.138158075039208,4212,34479,15207,82584,15,20928,7167,5095695.429749129,4642338.429749129
Electronics,Delhi,2,2874,15,9,2020,0,711,0.5099935529187205,2173,2.561626675214052,152297,3.804788949377871,3835,143434,35823,83579,14,12390,29026,23699165.87720246,23233843.87720246
Service,Chennai,2,474,1,10,2020,0,835,0.08422735544556803,1523,4.932767539952436,24706,3.2114406607152457,4690,85108,50812,133344,29,32117,28666,3223252.871707183,1993929.8717071828
Pharmacy,Bangalore,3,3083,15,4,2022,0,97,0.5411355315486832,3403,3.2621455981696754,130971,16.287951898284938,1441,83660,51731,127633,32,39489,7939,5411107.4623330925,3876496.4623330925
Retail,Mumbai,3,1896,5,11,2018,1,985,0.21645544249173926,4474,4.329602789915068,75594,39.05991835291155,2701,180538,36606,43834,48,10967,4486,28697097.348872628,27905217.348872628
Retail,Hyderabad,3,2255,16,3,2023,1,928,0.34892974939249477,1878,4.418937811082131,143115,24.26457950844034,3082,187869,8456,27439,45,20130,4121,18350521.530957486,17216786.530957486
Service,Chennai,1,490,19,8,2019,1,981,0.3597124658616977,637,3.1798799414713983,195327,20.430376300249353,2802,175737,31541,117974,42,43697,16662,6871628.0233873185,4694440.0233873185
Service,Kolkata,2,2321,9,3,2022,1,888,0.16572635121870366,3268,3.346441667258828,115409,13.447597796818354,3340,67688,39473,40044,44,26481,10638,14524220.188451756,13201213.188451756
Pharmacy,Hyderabad,3,2850,2,4,2019,0,39,0.3547054768457415,3765,3.2118314671974604,165006,10.278637975210213,3309,197413,56768,12769,6,30523,17109,1628497.7607793335,1161300.7607793335
Service,Mumbai,1,1720,22,4,2020,0,157,0.13441835157877602,1314,4.490238912050697,37693,6.976941707623725,3760,38219,14467,82391,31,39112,10818,846984.31281995,-511382.68718004995
Electronics,Hyderabad,3,1995,22,5,2022,1,614,0.07732029558610302,2357,2.7077425228650895,103524,14.496716866830269,3296,37598,10024,10595,15,47862,10601,3448342.913948514,2661594.913948514
Retail,Bangalore,3,4887,4,9,2022,1,669,0.14720726745358217,3779,3.3947983861723996,55321,9.24990143225767,3010,134270,40984,39175,35,44076,4738,11236994.412601236,9475167.412601236
Electronics,Delhi,1,2384,18,2,2020,0,631,0.3698691294176139,1059,4.381146765273001,141101,20.56161435840741,2820,20123,12627,99857,24,16269,18244,7471158.754448082,6929851.754448082
Food,Bangalore,2,3668,17,3,2020,1,173,0.5053859076366626,3059,4.3840424200222206,118634,23.267350226804567,4018,65731,30078,27194,43,11677,10230,8121066.40068026,7485722.40068026
Electronics,Delhi,1,3747,3,8,2022,0,108,0.24725486296632082,278,3.9679482916349675,35173,19.694994437049406,248,182676,50636,121095,30,49010,22343,236776.6001710245,-1610273.3998289756
Retail,Delhi,3,3614,14,5,2024,1,868,0.2341447723783684,4884,2.829159292208711,38024,7.915135420637727,2501,73961,46749,63632,37,46126,12003,29843591.898426574,27940584.898426574
Food,Chennai,1,1166,17,9,2022,1,295,0.24671973911042133,3623,3.73016473145644,76018,25.823783634026913,4128,58106,32993,117270,5,11352,10561,7991117.890953949,7715427.890953949
Pharmacy,Mumbai,1,3489,19,1,2018,1,926,0.5449816695690468,1059,4.734698218327518,108151,38.143670483000996,4887,163156,11972,143158,13,40423,10498,16126087.036685182,15271804.036685182
Food,Hyderabad,3,1105,24,4,2020,0,157,0.29480143415223314,507,4.230190892932701,121795,37.45918874017952,4454,113789,36998,86043,45,45218,22081,752694.9807125082,-1541026.0192874917
Service,Mumbai,1,1727,1,4,2023,0,161,0.5806855512842419,3078,3.9902408275745467,148616,21.737109201983934,3771,154889,20580,104403,14,11136,15721,8692347.512699492,8240850.512699492
Retail,Bangalore,2,1776,24,3,2021,0,466,0.5525345509298689,4093,2.787395305971282,94338,21.54194211454898,4040,72998,27679,37542,39,34550,29782,31653839.559044227,30138388.559044227
Service,Kolkata,1,3618,6,7,2020,1,358,0.34032513109147977,3499,2.777568367553262,97078,16.739209448026923,608,44478,56768,96841,10,11824,26232,12877997.785820803,12535438.785820803
Electronics,Bangalore,1,4580,20,6,2024,1,52,0.4162946312504541,347,4.766434493289053,197338,31.82726822714191,1369,177278,44037,122169,3,37273,27329,354283.80978849577,-128348.19021150423
Pharmacy,Bangalore,3,2744,8,12,2018,0,258,0.5517495209170914,2991,3.6484836213528227,180871,4.944115160495408,1592,159244,19702,120559,4,28590,16302,12845537.404067777,12415370.404067777
Retail,Chennai,3,3865,7,8,2019,0,244,0.3465970567140149,4457,2.717134905980327,134809,14.135168220972849,2545,58468,57123,35401,23,25052,8037,11361735.758588348,10626510.758588348
Pharmacy,Hyderabad,1,1476,18,3,2024,0,737,0.2806781055610133,785,3.220675746974236,111990,5.731152934624744,1075,133396,54818,143660,17,21985,5912,4916343.437453893,4204812.437453893
Retail,Kolkata,3,2588,1,10,2021,0,844,0.5685964354030775,1560,3.8349190354952465,185998,36.958315477498516,2467,151300,27664,49404,25,31178,22799,22533503.521273237,21502886.521273237
Service,Chennai,3,3948,14,9,2020,1,167,0.07451708434756336,3725,4.30627944432011,155702,9.222043628613786,714,121842,53266,123825,2,46777,26045,1502937.2573653145,1084405.2573653145
Electronics,Mumbai,1,1728,22,2,2024,1,37,0.0707753989196544,368,4.6709433492348005,5587,2.341337249204418,4084,37821,49193,37461,18,10544,15664,81145.13495070042,-248785.86504929958
Food,Chennai,2,1701,7,7,2018,1,371,0.09998726903263135,2755,4.070065157713329,125621,16.09264190837645,2520,182127,43730,115433,16,28942,14701,3166173.02843793,2347110.02843793
Pharmacy,Hyderabad,3,1750,13,12,2020,1,427,0.241062612444077,751,3.866313416249715,112484,12.128656212636306,626,47508,44632,30220,31,24926,26468,2414090.661121879,1492556.6611218788
Retail,Bangalore,3,3698,17,6,2024,1,703,0.1420487942588406,2364,2.95522164338184,56287,16.262199398832927,1977,121266,35620,12965,24,31080,6444,7154607.443652392,6232392.443652392
Retail,Mumbai,1,4781,7,12,2022,0,900,0.4710221662278256,1965,2.9233250282660457,193615,20.502209627880763,2830,184422,9901,81259,45,36004,18292,25067527.029217288,23153473.029217288
Pharmacy,Chennai,3,4608,7,10,2019,0,536,0.20333309021900775,2805,2.9867036796413213,33340,9.998456687486224,187,78492,44394,145608,47,15861,18438,9184553.034474215,8152154.034474215
Food,Delhi,3,4604,7,10,2024,1,534,0.07999670408355553,2628,3.939610624399484,87201,16.211827922776703,2337,104116,35574,95769,39,29194,27418,3452786.440071974,2051343.440071974
Electronics,Bangalore,3,2361,15,2,2019,1,710,0.05508907766148696,1475,2.520429647306549,9928,27.124541918481356,4943,36260,22765,30484,5,21394,14740,1784732.2974297667,1573513.2974297667
Retail,Bangalore,2,4119,21,8,2024,0,602,0.5208764787398885,3416,3.6053214992745493,135387,4.202370129956461,811,55193,20090,19348,24,13618,28502,32188566.567840792,31738601.567840792
Retail,Chennai,3,1977,23,9,2019,0,814,0.22793361408989088,3859,4.292822098401583,107238,19.690848008082305,2761,137145,38782,43412,26,38869,21274,21522625.045593947,20271418.045593947
Pharmacy,Kolkata,1,990,23,9,2021,0,367,0.3050748480915659,4912,3.6174911896532036,27848,6.238496484725484,817,35544,27873,112051,27,26264,6552,16509928.668621745,15618780.668621745
Pharmacy,Hyderabad,1,2802,19,12,2018,0,929,0.3505520688523362,526,4.160927504105601,22440,2.8348840965036626,2427,118806,6966,112023,21,15946,23729,5147936.119589085,4551546.119589085
Retail,Delhi,2,4185,6,4,2020,1,143,0.3691152216355373,3735,3.483518960665992,72316,12.490083097239268,4859,148720,38417,108951,39,22727,27492,5993314.963549459,4783381.963549459
Retail,Chennai,1,1088,4,9,2023,1,541,0.2588682994666149,1182,3.299036485112844,149605,20.74742882950219,1455,92727,39935,36024,3,38173,25201,5075935.215405614,4767529.215405614
Retail,Bangalore,3,2312,18,5,2021,0,559,0.5360887560112222,2130,4.864643362792444,115289,9.538718520764974,892,161898,46418,100340,45,31003,17084,19195259.57359646,17474384.57359646
Service,Hyderabad,2,1702,4,6,2022,1,808,0.4300126491003946,1972,4.295281509716352,9018,39.89498657112081,988,86371,38235,28401,29,9923,10944,20608762.24318971,20157044.24318971
Retail,Bangalore,2,881,8,11,2021,1,791,0.2290046956585891,3892,4.453650749343019,96708,39.00473825159628,309,44059,9880,53976,32,11710,23224,21238906.51769162,20733047.51769162
Electronics,Bangalore,2,3372,5,10,2022,1,736,0.08716837057439612,1003,2.707430096325681,153893,25.9226294338645,3422,73140,5865,125325,43,27385,22427,2042008.855149514,637696.855149514
Electronics,Hyderabad,3,3712,7,12,2021,0,419,0.06347357170739043,3808,4.965459994540456,113721,7.003326855209169,936,198036,33653,118558,21,23505,3673,3083749.9285461064,2236224.9285461064
Food,Hyderabad,3,2752,15,7,2019,0,212,0.10660654084156695,4990,3.7984614750299177,105264,23.502141002643935,1950,164348,31847,59240,26,17906,14790,3425413.4227643055,2689632.4227643055
Pharmacy,Hyderabad,1,869,21,9,2023,1,888,0.40426443568016057,749,2.5349270300044786,187330,21.169738382862064,212,37824,20444,127704,29,18999,4577,8191365.820323088,7449845.820323088
Food,Chennai,2,1051,18,9,2023,1,476,0.16233403642138686,1224,4.4688081262779775,19687,11.821132998620826,1373,29411,11344,57782,40,28643,5733,2895265.9690792225,1645275.9690792225
Retail,Mumbai,3,1222,22,8,2022,0,695,0.27764906419677754,2693,4.876567141340779,66491,23.33844115941425,100,21555,42693,12398,10,42089,27977,15616327.588038072,15090814.588038072
Pharmacy,Hyderabad,3,1364,18,9,2022,1,945,0.5689064996054264,1883,3.124489302962784,143823,39.466600425718745,2194,126320,35590,67724,36,46216,8819,30477493.313761458,28575264.313761458
Retail,Kolkata,2,4079,12,9,2018,1,467,0.12277827690203073,2750,3.524917827818589,132961,12.83850638158825,4512,139827,49329,147959,38,45435,15661,4833524.46334299,2754218.46334299
Pharmacy,Chennai,2,3506,8,11,2018,0,759,0.45956457162907427,1251,4.9886844027274755,30017,33.08482813082125,3301,29523,28126,11993,33,36533,27219,13102827.70528852,11800377.70528852
Service,Chennai,3,445,3,4,2022,0,209,0.3542081231283545,2256,3.0927969889819686,71164,38.190713527021174,375,120092,22070,35573,33,33549,19483,5038782.006625349,3734447.0066253487
Service,Bangalore,2,4408,24,10,2019,1,665,0.5994757003149245,4807,3.892851828297983,174624,22.11664168968894,573,186601,26964,48931,3,13013,26509,57609359.443706155,57281315.443706155
Service,Kolkata,1,2760,7,1,2023,1,67,0.4601658951109601,2091,4.023247642431063,144570,17.761591902190258,3234,180393,21083,76222,46,27892,10438,2041863.8422208054,470695.84222080535
Food,Bangalore,3,2072,20,7,2019,1,372,0.22213810850810128,2479,3.821759147825486,25821,12.362569153640024,2931,108983,39576,32076,28,35893,16253,6205921.3402660685,5004029.3402660685
Pharmacy,Delhi,2,3306,9,12,2018,1,545,0.1362113586758389,362,4.417068280185809,64537,1.594675598940034,3595,147292,38799,101460,26,43889,17150,882008.9685946878,-563806.0314053122
Food,Delhi,1,616,4,7,2018,1,275,0.11532739837937431,739,4.748582279698045,37899,37.515916624985366,1630,39451,57150,149389,20,22332,16697,768281.9160694503,58954.91606945032
Pharmacy,Bangalore,2,1042,19,7,2020,0,534,0.496434331665191,1803,4.1639779294728125,74611,38.16807083874974,3839,58501,28582,91743,49,14650,2196,14368883.421877278,13470011.421877278
Retail,Delhi,1,1083,15,7,2021,1,653,0.33654660840307626,2234,4.482102376496982,178555,38.78134037234374,2628,27950,53666,65481,19,19485,3613,14850067.962948734,14329142.962948734
Service,Delhi,3,3061,23,12,2022,0,323,0.4135769266747736,3064,4.011986946543788,101929,31.22119078688815,1763,30688,39670,38985,16,19558,27761,12319936.725282297,11869904.725282297
Service,Bangalore,2,4167,13,6,2021,0,31,0.1384427005845844,4853,3.2768057573510494,53941,14.906208295436812,3106,171020,27534,137276,49,16619,11514,646408.456121399,-515266.54387860105
Pharmacy,Delhi,3,3222,10,6,2022,0,407,0.32247954714818045,3534,3.6482638326965495,18539,32.16927417282464,1933,112761,34389,111136,42,15625,3494,13922453.206580589,13004423.206580589
Food,Mumbai,3,2493,7,5,2020,1,950,0.35457700691713495,1786,4.118242736417475,172130,9.014885189319028,3202,58578,40653,32247,33,27243,23790,18167176.22908909,17112889.22908909
Food,Bangalore,1,2899,5,12,2021,0,53,0.30038512334021666,3239,4.425139618097053,58665,28.733894467067515,2615,50920,28633,48653,43,14134,3346,1570452.3890533494,831138.3890533494
Electronics,Mumbai,1,4671,22,5,2019,0,328,0.1949478818924984,3089,4.814200983348272,172377,31.49989363507865,3053,114393,17406,10960,4,10049,2766,5994539.830512727,5808818.830512727
Service,Chennai,2,310,13,1,2019,1,258,0.21393930901707148,2074,4.069862075032727,130867,33.392851647759485,4847,64040,15581,42703,37,21609,28740,3536663.182216884,2586066.182216884
Service,Mumbai,1,797,20,5,2023,0,428,0.10214974664687104,4493,4.762318813549559,37032,13.739798093668366,3230,172000,56000,10890,37,49799,4701,5907843.942027588,3821689.9420275884
Food,Hyderabad,2,464,10,1,2021,0,883,0.42682072231604923,2066,3.0789937110300283,141079,9.750025657811152,552,167066,47812,15254,20,41794,6907,23415621.20995833,22342702.20995833
Service,Hyderabad,2,2463,12,1,2021,0,947,0.5466529200452039,2715,4.06594423129931,64672,11.84545377445656,2154,138857,44175,88146,28,49351,26446,42190930.47978472,40511478.47978472
Food,Chennai,3,3972,17,8,2021,0,135,0.5251548741493766,1009,4.706781784741754,162906,34.728088544514954,4248,171392,6999,36515,13,45570,25743,2211181.5354677197,1378122.5354677197
Electronics,Hyderabad,2,3771,8,6,2020,0,810,0.20606706232480487,1721,4.480606483969513,104505,9.731953058669806,1062,60337,12176,41528,31,10583,4563,8659588.366542038,8212911.366542038
Pharmacy,Kolkata,1,3108,18,3,2020,0,845,0.3443604022964255,1877,3.85820180851388,103257,29.882357155246066,1699,150157,27081,80218,49,12628,22113,16426642.244048407,15528301.244048407
Pharmacy,Delhi,2,3859,6,12,2019,1,224,0.22120579994994327,2361,3.5640327559716756,28180,25.573749712091946,1453,100516,19276,66559,38,8047,4582,3570905.525541804,3074186.525541804
